ProcessId,ProcessName,SessionId,StartTime,CPU,MemoryUsage,ThreadCount,HandleCount,ParentProcessId,ExecutablePath,CommandLine,Owner,NetworkConnections,DllList,FileAccess,DigitalSignature
4308,jhi_service,0,2025-03-02T11:52:17.6799935+02:00,00:00:00,8081408,2,143,1664,C:\WINDOWS\System32\DriverStore\FileRepository\dal.inf_amd64_af50fdb80983f7bc\jhi_service.exe,C:\WINDOWS\System32\DriverStore\FileRepository\dal.inf_amd64_af50fdb80983f7bc\jhi_service.exe,SYSTEM,['No connections found for the process.'],"['C:\\WINDOWS\\System32\\DriverStore\\FileRepository\\dal.inf_amd64_af50fdb80983f7bc\\jhi_service.exe', 'C:\\WINDOWS\\SYSTEM32\\ntdll.dll', 'C:\\WINDOWS\\System32\\KERNEL32.DLL', 'C:\\WINDOWS\\System32\\KERNELBASE.dll', 'C:\\WINDOWS\\System32\\ADVAPI32.DLL', 'C:\\WINDOWS\\System32\\msvcrt.dll', 'C:\\WINDOWS\\System32\\sechost.dll', 'C:\\WINDOWS\\System32\\RPCRT4.dll', 'C:\\WINDOWS\\System32\\WS2_32.dll', 'C:\\WINDOWS\\System32\\OLE32.DLL', 'C:\\WINDOWS\\System32\\msvcp_win.dll', 'C:\\WINDOWS\\System32\\ucrtbase.dll', 'C:\\WINDOWS\\System32\\GDI32.dll', 'C:\\WINDOWS\\System32\\win32u.dll', 'C:\\WINDOWS\\System32\\gdi32full.dll', 'C:\\WINDOWS\\System32\\USER32.dll', 'C:\\WINDOWS\\System32\\combase.dll', 'C:\\WINDOWS\\System32\\SETUPAPI.DLL', 'C:\\WINDOWS\\System32\\OLEAUT32.dll', 'C:\\WINDOWS\\SYSTEM32\\cfgmgr32.dll', 'C:\\WINDOWS\\system32\\mswsock.dll', 'C:\\WINDOWS\\SYSTEM32\\DNSAPI.dll', 'C:\\WINDOWS\\SYSTEM32\\IPHLPAPI.DLL', 'C:\\WINDOWS\\System32\\NSI.dll', 'C:\\Windows\\System32\\rasadhlp.dll', 'C:\\WINDOWS\\System32\\fwpuclnt.dll']",C:\WINDOWS\System32\DriverStore\FileRepository\dal.inf_amd64_af50fdb80983f7bc,True
10772,StartMenuExperienceHost,1,2025-03-02T11:52:21.4971484+02:00,00:00:01.6718750,109219840,17,979,1896,C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe,"""C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe"" -ServerName:App.AppXywbrabmsek0gm3tkwpr5kwzbs55tkqay.mca",itaym,['No connections found for the process.'],"['C:\\Windows\\SystemApps\\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\\StartMenuExperienceHost.exe', 'C:\\WINDOWS\\SYSTEM32\\ntdll.dll', 'C:\\WINDOWS\\System32\\KERNEL32.DLL', 'C:\\WINDOWS\\System32\\KERNELBASE.dll', 'C:\\WINDOWS\\System32\\combase.dll', 'C:\\WINDOWS\\System32\\ucrtbase.dll', 'C:\\WINDOWS\\System32\\RPCRT4.dll', 'C:\\WINDOWS\\SYSTEM32\\wincorlib.DLL', 'C:\\WINDOWS\\System32\\msvcrt.dll', 'C:\\WINDOWS\\SYSTEM32\\kernel.appcore.dll', 'C:\\WINDOWS\\System32\\bcryptPrimitives.dll', 'C:\\Windows\\System32\\Windows.UI.Xaml.dll', 'C:\\WINDOWS\\System32\\msvcp_win.dll', 'C:\\WINDOWS\\SYSTEM32\\iertutil.dll', 'C:\\WINDOWS\\System32\\advapi32.dll', 'C:\\WINDOWS\\System32\\sechost.dll', 'C:\\WINDOWS\\SYSTEM32\\srvcli.dll', 'C:\\WINDOWS\\SYSTEM32\\netutils.dll', 'C:\\Windows\\System32\\twinapi.appcore.dll', 'C:\\Windows\\System32\\WinTypes.dll', 'C:\\WINDOWS\\System32\\shcore.dll', 'C:\\WINDOWS\\SYSTEM32\\windows.staterepositorycore.dll', 'C:\\WINDOWS\\System32\\user32.dll', 'C:\\WINDOWS\\System32\\win32u.dll', 'C:\\WINDOWS\\System32\\GDI32.dll', 'C:\\WINDOWS\\System32\\gdi32full.dll', 'C:\\WINDOWS\\System32\\IMM32.DLL', 'C:\\Windows\\System32\\Windows.UI.dll', 'C:\\WINDOWS\\SYSTEM32\\CoreMessaging.dll', 'C:\\Windows\\System32\\OneCoreUAPCommonProxyStub.dll', 'C:\\WINDOWS\\system32\\uxtheme.dll', 'C:\\WINDOWS\\SYSTEM32\\urlmon.dll', 'C:\\WINDOWS\\SYSTEM32\\windows.storage.dll', 'C:\\WINDOWS\\System32\\OLEAUT32.dll', 'C:\\WINDOWS\\SYSTEM32\\dxgi.dll', 'C:\\WINDOWS\\SYSTEM32\\directxdatabasehelper.dll', 'C:\\Windows\\SystemApps\\Microsoft.UI.Xaml.CBS_8wekyb3d8bbwe\\Microsoft.UI.Xaml.dll', 'C:\\WINDOWS\\SYSTEM32\\d2d1.dll', 'C:\\WINDOWS\\SYSTEM32\\dxcore.dll', 'C:\\WINDOWS\\system32\\windowsudk.shellcommon.dll', 'C:\\WINDOWS\\SYSTEM32\\USERENV.dll', 'C:\\WINDOWS\\SYSTEM32\\windows.staterepositoryclient.dll', 'C:\\WINDOWS\\SYSTEM32\\d3d11.dll', 'C:\\WINDOWS\\System32\\DriverStore\\FileRepository\\iigd_dch.inf_amd64_0b2487d0371951d7\\igd10iumd64.dll', 'C:\\WINDOWS\\SYSTEM32\\apphelp.dll', 'C:\\WINDOWS\\System32\\DriverStore\\FileRepository\\iigd_dch.inf_amd64_0b2487d0371951d7\\igd10um64xe.DLL', 'C:\\WINDOWS\\System32\\ole32.dll', 'C:\\WINDOWS\\SYSTEM32\\WINMM.dll', 'C:\\WINDOWS\\System32\\SHLWAPI.dll', 'C:\\WINDOWS\\System32\\SHELL32.dll', 'C:\\WINDOWS\\System32\\DriverStore\\FileRepository\\iigd_dch.inf_amd64_0b2487d0371951d7\\IntelControlLib.dll', 'C:\\WINDOWS\\SYSTEM32\\CFGMGR32.dll', 'C:\\WINDOWS\\System32\\DriverStore\\FileRepository\\iigd_dch.inf_amd64_0b2487d0371951d7\\igdgmm64.dll', 'C:\\WINDOWS\\System32\\DriverStore\\FileRepository\\iigd_dch.inf_amd64_0b2487d0371951d7\\igc64.dll', 'C:\\WINDOWS\\System32\\DriverStore\\FileRepository\\iigd_dch.inf_amd64_0b2487d0371951d7\\igc1464.dll', 'C:\\WINDOWS\\SYSTEM32\\profapi.dll', 'C:\\WINDOWS\\SYSTEM32\\dwrite.dll', 'C:\\WINDOWS\\SYSTEM32\\TextShaping.dll', 'C:\\Windows\\SystemApps\\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\\StartDocked.dll', 'C:\\WINDOWS\\SYSTEM32\\StartTileData.dll', 'C:\\Windows\\System32\\ShellExperiences\\Windows.UI.Shell.SharedUtilities.dll', 'C:\\Windows\\System32\\MrmCoreR.dll', 'C:\\WINDOWS\\SYSTEM32\\languageoverlayutil.dll', 'C:\\WINDOWS\\SYSTEM32\\bcp47mrm.dll', 'C:\\WINDOWS\\System32\\msctf.dll', 'C:\\WINDOWS\\system32\\CoreUIComponents.dll', 'C:\\WINDOWS\\SYSTEM32\\RMCLIENT.dll', 'C:\\Windows\\System32\\InputHost.dll', 'C:\\WINDOWS\\SYSTEM32\\CRYPTBASE.DLL', 'C:\\Windows\\System32\\UiaManager.dll', 'C:\\WINDOWS\\SYSTEM32\\WindowManagementAPI.dll', 'C:\\WINDOWS\\SYSTEM32\\windows.ui.core.textinput.dll', 'C:\\WINDOWS\\SYSTEM32\\TextInputFramework.dll', 'C:\\Windows\\System32\\Windows.UI.Immersive.dll', 'C:\\WINDOWS\\system32\\DataExchange.dll', 'C:\\Windows\\System32\\Windows.Storage.ApplicationData.dll', 'C:\\WINDOWS\\SYSTEM32\\PROPSYS.dll', 'C:\\Windows\\System32\\Windows.CloudStore.dll', 'C:\\WINDOWS\\SYSTEM32\\usermgrcli.dll', 'C:\\Windows\\System32\\usermgrproxy.dll', 'C:\\WINDOWS\\SYSTEM32\\Bcp47Langs.dll', 'C:\\Windows\\System32\\appresolver.dll', 'C:\\WINDOWS\\SystemApps\\MicrosoftWindows.Client.Core_cw5n1h2txyewy\\StartMenu.dll', 'C:\\WINDOWS\\SystemApps\\MicrosoftWindows.Client.Photon_cw5n1h2txyewy\\MSVCP140_APP.dll', 'C:\\WINDOWS\\SystemApps\\MicrosoftWindows.Client.Photon_cw5n1h2txyewy\\VCRUNTIME140_1_APP.dll', 'C:\\WINDOWS\\SystemApps\\MicrosoftWindows.Client.Photon_cw5n1h2txyewy\\VCRUNTIME140_APP.dll', 'C:\\WINDOWS\\SYSTEM32\\Secur32.dll', 'C:\\WINDOWS\\SYSTEM32\\IPHLPAPI.DLL', 'C:\\WINDOWS\\SYSTEM32\\SSPICLI.DLL', 'C:\\Windows\\System32\\Windows.StateRepositoryPS.dll', 'C:\\WINDOWS\\SYSTEM32\\slc.dll', 'C:\\Windows\\System32\\biwinrt.dll', 'C:\\Windows\\System32\\TileDataRepository.dll', 'C:\\WINDOWS\\SYSTEM32\\Windows.StateRepository.dll', 'C:\\WINDOWS\\SYSTEM32\\StateRepository.Core.dll', 'C:\\WINDOWS\\SYSTEM32\\Windows.UI.Xaml.Controls.dll', 'C:\\Windows\\System32\\Windows.Globalization.dll', 'C:\\Windows\\System32\\Windows.Graphics.dll', 'C:\\Windows\\System32\\Windows.Globalization.Fontgroups.dll', 'C:\\WINDOWS\\SYSTEM32\\fontgroupsoverride.dll', 'C:\\Windows\\System32\\windows.internal.shell.broker.dll', 'C:\\WINDOWS\\system32\\twinapi.dll', 'C:\\WINDOWS\\SYSTEM32\\policymanager.dll', 'C:\\WINDOWS\\SYSTEM32\\msvcp110_win.dll', 'C:\\Windows\\System32\\ShellCommonCommonProxyStub.dll', 'C:\\Windows\\System32\\Windows.ApplicationModel.dll', 'C:\\Windows\\System32\\OneCoreCommonProxyStub.dll', 'C:\\WINDOWS\\SYSTEM32\\dcomp.dll', 'C:\\WINDOWS\\SYSTEM32\\Microsoft.Internal.WarpPal.dll', 'C:\\Windows\\System32\\windowscodecs.dll', 'C:\\WINDOWS\\SYSTEM32\\PhotoMetadataHandler.dll', 'C:\\Windows\\System32\\threadpoolwinrt.dll', 'C:\\WINDOWS\\SYSTEM32\\pfclient.dll', 'C:\\WINDOWS\\system32\\directmanipulation.dll', 'C:\\Windows\\System32\\Windows.Management.Workplace.dll', 'C:\\WINDOWS\\SYSTEM32\\wuceffects.dll', 'C:\\WINDOWS\\SYSTEM32\\powrprof.dll', 'C:\\WINDOWS\\SYSTEM32\\UMPDC.dll', 'C:\\Windows\\System32\\CryptoWinRT.dll', 'C:\\WINDOWS\\SYSTEM32\\bcrypt.dll', 'C:\\Windows\\System32\\Windows.Web.dll', 'C:\\Windows\\System32\\Windows.Energy.dll', 'C:\\WINDOWS\\SYSTEM32\\winsta.dll', 'C:\\Windows\\System32\\RTMediaFrame.dll', 'C:\\Windows\\System32\\AssignedAccessRuntime.dll', 'C:\\WINDOWS\\SystemApps\\MicrosoftWindows.Client.Photon_cw5n1h2txyewy\\ExperienceExtensions.dll', 'C:\\WINDOWS\\SystemApps\\MicrosoftWindows.Client.Photon_cw5n1h2txyewy\\Microsoft.ReactNative.dll', 'C:\\WINDOWS\\SystemApps\\MicrosoftWindows.Client.Photon_cw5n1h2txyewy\\WinRTComponents.dll', 'C:\\WINDOWS\\SYSTEM32\\profext.dll', 'C:\\WINDOWS\\SystemApps\\MicrosoftWindows.Client.Photon_cw5n1h2txyewy\\Payments.dll', 'C:\\WINDOWS\\System32\\CRYPT32.dll', 'C:\\WINDOWS\\SYSTEM32\\ncrypt.dll', 'C:\\WINDOWS\\SYSTEM32\\NTASN1.dll', 'C:\\WINDOWS\\SystemApps\\MicrosoftWindows.Client.Photon_cw5n1h2txyewy\\Clipboard.dll', 'C:\\WINDOWS\\SystemApps\\MicrosoftWindows.Client.Photon_cw5n1h2txyewy\\ux-phui.dll', 'C:\\WINDOWS\\SystemApps\\MicrosoftWindows.Client.Photon_cw5n1h2txyewy\\ReactNativeXaml.dll', 'C:\\WINDOWS\\SystemApps\\MicrosoftWindows.Client.Photon_cw5n1h2txyewy\\WinRTTurboModule.dll', 'C:\\WINDOWS\\SystemApps\\MicrosoftWindows.Client.Photon_cw5n1h2txyewy\\WsxPackManager.dll', 'C:\\WINDOWS\\WinSxS\\amd64_microsoft.windows.common-controls_6595b64144ccf1df_5.82.26100.1882_none_87f34cef7a28f535\\comctl32.dll', 'C:\\WINDOWS\\SystemApps\\MicrosoftWindows.Client.Photon_cw5n1h2txyewy\\hermes.dll', 'C:\\WINDOWS\\SYSTEM32\\icuuc.dll', 'C:\\WINDOWS\\SYSTEM32\\icuin.dll', 'C:\\WINDOWS\\SYSTEM32\\icu.DLL', 'C:\\Windows\\System32\\Windows.Web.Http.dll', 'C:\\Windows\\System32\\WinRtTracing.dll', 'C:\\Windows\\System32\\SystemSettings.DataModel.dll', 'C:\\WINDOWS\\SystemApps\\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\\IrisService.dll', 'C:\\Windows\\System32\\Windows.System.UserProfile.DiagnosticsSettings.dll', 'C:\\WINDOWS\\SYSTEM32\\WININET.dll', 'C:\\WINDOWS\\System32\\WS2_32.dll', 'C:\\WINDOWS\\SYSTEM32\\ondemandconnroutehelper.dll', 'C:\\WINDOWS\\SYSTEM32\\WINHTTP.dll', 'C:\\WINDOWS\\system32\\mswsock.dll', 'C:\\WINDOWS\\SYSTEM32\\firewallapi.dll', 'C:\\WINDOWS\\SYSTEM32\\fwbase.dll', 'C:\\WINDOWS\\SYSTEM32\\WINNSI.DLL', 'C:\\WINDOWS\\System32\\NSI.dll', 'C:\\WINDOWS\\SYSTEM32\\dhcpcsvc6.DLL', 'C:\\WINDOWS\\SYSTEM32\\dhcpcsvc.DLL', 'C:\\WINDOWS\\SYSTEM32\\DNSAPI.dll', 'C:\\Windows\\System32\\rasadhlp.dll', 'C:\\Windows\\System32\\Windows.Security.Authentication.Web.Core.dll', 'C:\\Windows\\System32\\vaultcli.dll', 'C:\\WINDOWS\\System32\\fwpuclnt.dll', 'C:\\WINDOWS\\system32\\schannel.DLL', 'C:\\WINDOWS\\system32\\ncryptsslp.dll', 'C:\\WINDOWS\\SYSTEM32\\MSASN1.dll', 'C:\\WINDOWS\\SYSTEM32\\DPAPI.DLL', 'C:\\WINDOWS\\System32\\WINTRUST.dll', 'C:\\WINDOWS\\SYSTEM32\\CRYPTSP.dll', 'C:\\WINDOWS\\system32\\rsaenh.dll', 'C:\\Windows\\System32\\cryptnet.dll', 'C:\\WINDOWS\\SYSTEM32\\ntmarta.dll', 'C:\\Windows\\System32\\AppContracts.dll', 'C:\\Windows\\System32\\Windows.Shell.ServiceHostBuilder.dll']",C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy,True
7972,svchost,1,2025-03-02T11:52:18.5380787+02:00,00:00:00.9531250,30355456,7,497,1664,C:\WINDOWS\system32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup -s CDPUserSvc,itaym,['No connections found for the process.'],"['C:\\WINDOWS\\system32\\svchost.exe', 'C:\\WINDOWS\\SYSTEM32\\ntdll.dll', 'C:\\WINDOWS\\System32\\KERNEL32.DLL', 'C:\\WINDOWS\\System32\\KERNELBASE.dll', 'C:\\WINDOWS\\System32\\ucrtbase.dll', 'C:\\WINDOWS\\System32\\combase.dll', 'C:\\WINDOWS\\System32\\RPCRT4.dll', 'C:\\WINDOWS\\SYSTEM32\\kernel.appcore.dll', 'C:\\WINDOWS\\System32\\msvcrt.dll', 'C:\\WINDOWS\\System32\\bcryptPrimitives.dll', 'C:\\WINDOWS\\System32\\user32.dll', 'C:\\WINDOWS\\System32\\win32u.dll', 'C:\\WINDOWS\\System32\\GDI32.dll', 'C:\\WINDOWS\\System32\\gdi32full.dll', 'C:\\WINDOWS\\System32\\msvcp_win.dll', 'C:\\WINDOWS\\System32\\IMM32.DLL', 'C:\\WINDOWS\\System32\\sechost.dll', 'c:\\windows\\system32\\cdpusersvc.dll', 'C:\\WINDOWS\\System32\\OLEAUT32.dll', 'C:\\WINDOWS\\SYSTEM32\\powrprof.dll', 'C:\\WINDOWS\\SYSTEM32\\cfgmgr32.dll', 'c:\\windows\\system32\\cdp.dll', 'C:\\WINDOWS\\SYSTEM32\\UMPDC.dll', 'c:\\windows\\system32\\iertutil.dll', 'C:\\WINDOWS\\System32\\advapi32.dll', 'c:\\windows\\system32\\netutils.dll', 'c:\\windows\\system32\\srvcli.dll', 'C:\\WINDOWS\\SYSTEM32\\policymanager.dll', 'c:\\windows\\system32\\msvcp110_win.dll', 'C:\\WINDOWS\\SYSTEM32\\gamestreamingext.dll', 'c:\\windows\\system32\\bcrypt.dll', 'C:\\WINDOWS\\System32\\clbcatq.dll', 'C:\\Windows\\System32\\OneCoreCommonProxyStub.dll', 'C:\\Windows\\System32\\Windows.Security.Authentication.Web.Core.dll', 'C:\\WINDOWS\\SYSTEM32\\wintypes.dll', 'C:\\WINDOWS\\SYSTEM32\\usermgrcli.dll', 'C:\\Windows\\System32\\vaultcli.dll', 'C:\\Windows\\System32\\usermgrproxy.dll', 'C:\\WINDOWS\\System32\\SspiCli.dll', 'C:\\WINDOWS\\System32\\shcore.dll', 'C:\\WINDOWS\\System32\\CRYPT32.dll', 'C:\\WINDOWS\\System32\\MSASN1.dll', 'c:\\windows\\system32\\ncrypt.dll', 'c:\\windows\\system32\\NTASN1.dll', 'C:\\WINDOWS\\system32\\ncryptprov.dll', 'C:\\WINDOWS\\system32\\CRYPTBASE.dll', 'C:\\Windows\\System32\\Windows.Networking.Connectivity.dll', 'C:\\Windows\\System32\\twinapi.appcore.dll', 'c:\\windows\\system32\\WINHTTP.dll', 'C:\\WINDOWS\\System32\\WS2_32.dll', 'C:\\WINDOWS\\system32\\mswsock.dll', 'C:\\WINDOWS\\SYSTEM32\\IPHLPAPI.DLL', 'C:\\WINDOWS\\SYSTEM32\\WINNSI.DLL', 'C:\\WINDOWS\\System32\\NSI.dll', 'C:\\WINDOWS\\SYSTEM32\\dhcpcsvc6.DLL', 'C:\\WINDOWS\\SYSTEM32\\dhcpcsvc.DLL', 'c:\\windows\\system32\\winsqlite3.dll', 'C:\\WINDOWS\\System32\\DPAPI.DLL', 'C:\\Windows\\System32\\Windows.Devices.Radios.dll', 'C:\\WINDOWS\\system32\\BthRadioMedia.dll', 'C:\\WINDOWS\\system32\\DEVOBJ.dll', 'C:\\Windows\\System32\\UnifiedConsent.dll', 'C:\\WINDOWS\\SYSTEM32\\ntmarta.dll', 'C:\\Windows\\System32\\USERENV.dll', 'C:\\Windows\\System32\\profapi.dll', 'C:\\WINDOWS\\SYSTEM32\\rmclient.dll', 'C:\\WINDOWS\\SYSTEM32\\webio.dll', 'C:\\WINDOWS\\SYSTEM32\\DNSAPI.dll', 'C:\\Windows\\System32\\rasadhlp.dll', 'C:\\WINDOWS\\SYSTEM32\\wlanapi.dll', 'C:\\WINDOWS\\SYSTEM32\\MobileNetworking.dll', 'C:\\WINDOWS\\System32\\fwpuclnt.dll', 'C:\\WINDOWS\\system32\\schannel.DLL', 'C:\\WINDOWS\\system32\\ncryptsslp.dll', 'c:\\windows\\system32\\PROPSYS.dll', 'C:\\WINDOWS\\system32\\mskeyprotcli.dll', 'C:\\Windows\\System32\\Windows.CloudStore.dll']",C:\WINDOWS\system32,True
19460,Code,1,2025-03-02T12:04:18.3919111+02:00,00:00:03.7812500,102125568,19,272,19820,C:\Users\itaym\AppData\Local\Programs\Microsoft VS Code\Code.exe,"""C:\Users\itaym\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --video-capture-use-gpu-memory-buffer --user-data-dir=""C:\Users\itaym\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --field-trial-handle=3844,i,134889371054191553,16020203715598202209,262144 --disable-features=CalculateNativeWinOcclusion,PlzDedicatedWorker,SpareRendererForSitePerProcess,WinDelaySpellcheckServiceInit,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --mojo-platform-channel-handle=3836 /prefetch:14",itaym,['No connections found for the process.'],"['C:\\Users\\itaym\\AppData\\Local\\Programs\\Microsoft VS Code\\Code.exe', 'C:\\WINDOWS\\SYSTEM32\\ntdll.dll', 'C:\\WINDOWS\\System32\\KERNEL32.DLL', 'C:\\WINDOWS\\System32\\KERNELBASE.dll', 'C:\\WINDOWS\\System32\\OLEAUT32.dll', 'C:\\WINDOWS\\System32\\msvcp_win.dll', 'C:\\WINDOWS\\SYSTEM32\\dbghelp.dll', 'C:\\WINDOWS\\System32\\ucrtbase.dll', 'C:\\WINDOWS\\System32\\combase.dll', 'C:\\WINDOWS\\System32\\RPCRT4.dll', 'C:\\Users\\itaym\\AppData\\Local\\Programs\\Microsoft VS Code\\ffmpeg.dll', 'C:\\WINDOWS\\System32\\WS2_32.dll', 'C:\\WINDOWS\\System32\\CRYPT32.dll', 'C:\\WINDOWS\\SYSTEM32\\WINMM.dll', 'C:\\WINDOWS\\System32\\WINTRUST.dll', 'C:\\WINDOWS\\System32\\msvcrt.dll', 'C:\\WINDOWS\\SYSTEM32\\IPHLPAPI.DLL', 'C:\\WINDOWS\\SYSTEM32\\DWrite.dll', 'C:\\WINDOWS\\SYSTEM32\\USERENV.dll', 'C:\\WINDOWS\\SYSTEM32\\Secur32.dll', 'C:\\WINDOWS\\SYSTEM32\\VERSION.dll', 'C:\\WINDOWS\\SYSTEM32\\WINHTTP.dll', 'C:\\WINDOWS\\SYSTEM32\\dhcpcsvc.DLL', 'C:\\WINDOWS\\System32\\sechost.dll', 'C:\\WINDOWS\\SYSTEM32\\dbgcore.DLL', 'C:\\WINDOWS\\SYSTEM32\\DPAPI.DLL', 'C:\\WINDOWS\\SYSTEM32\\SSPICLI.DLL', 'C:\\WINDOWS\\SYSTEM32\\MSASN1.dll', 'C:\\WINDOWS\\System32\\bcryptPrimitives.dll', 'C:\\WINDOWS\\SYSTEM32\\powrprof.dll', 'C:\\WINDOWS\\SYSTEM32\\UMPDC.dll', 'C:\\WINDOWS\\System32\\USER32.dll', 'C:\\WINDOWS\\System32\\win32u.dll', 'C:\\WINDOWS\\System32\\GDI32.dll', 'C:\\WINDOWS\\System32\\gdi32full.dll', 'C:\\WINDOWS\\System32\\IMM32.DLL', 'C:\\WINDOWS\\system32\\uxtheme.dll', 'C:\\WINDOWS\\system32\\mswsock.dll', 'C:\\WINDOWS\\System32\\SHELL32.dll', 'C:\\WINDOWS\\System32\\shcore.dll', 'C:\\WINDOWS\\System32\\ADVAPI32.dll', 'C:\\WINDOWS\\SYSTEM32\\ntmarta.dll', 'C:\\WINDOWS\\SYSTEM32\\kernel.appcore.dll', 'C:\\WINDOWS\\system32\\napinsp.dll', 'C:\\WINDOWS\\SYSTEM32\\DNSAPI.dll', 'C:\\WINDOWS\\System32\\NSI.dll', 'C:\\WINDOWS\\System32\\winrnr.dll', 'C:\\WINDOWS\\system32\\nlansp_c.dll', 'C:\\WINDOWS\\system32\\wshbth.dll', 'C:\\WINDOWS\\system32\\apphelp.dll']",C:\Users\itaym\AppData\Local\Programs\Microsoft VS Code,True
